time,open,high,low,close,,,,,Equity,Trade PnL %,PineConnector,Bullish Entry,Bearish Entry
1530489600,0.036618324099999995,0.03731198672500001,0.036315576875000005,0.036985990200000006,0.032653744714999995,0.044154058659999995,NaN,NaN,147697.89234429252,NaN,0,0,0
1530504000,0.036900504024999996,0.03718994795,0.03652656945,0.03705340275,0.032653744714999995,0.044154058659999995,NaN,NaN,147715.24792775142,NaN,0,0,0
1530518400,0.037055362499999994,0.037964275575000005,0.036706693975,0.037889504250000004,0.032653744714999995,0.044154058659999995,NaN,NaN,147930.50501806138,NaN,0,0,0
1530532800,0.037820158949999995,0.0406969331,0.037255900499999994,0.039810139599999995,0.032653744714999995,0.044154058659999995,NaN,NaN,148424.97892701553,NaN,0,0,0
1530547200,0.039822029099999996,0.04062404535,0.039077772000000004,0.03993150420000001,0.032653744714999995,0.044154058659999995,NaN,NaN,148456.2246437887,NaN,0,0,0
1530561600,0.0399032838,0.040329239399999994,0.039272737,0.039620256000000006,0.032653744714999995,0.044154058659999995,NaN,NaN,148376.09276757966,NaN,0,0,0
1530576000,0.03967644000000001,0.0407134683,0.0391362912,0.040189011,0.032653744714999995,0.044154058659999995,NaN,NaN,148522.52061922115,NaN,0,0,0
1530590400,0.040255314325,0.040813071299999996,0.04017353625,0.0403741184,0.032653744714999995,0.044154058659999995,NaN,NaN,148570.17713020556,NaN,0,0,0
1530604800,0.0404399751,0.04045602225,0.038620091775000004,0.03937176685,0.032653744714999995,0.044154058659999995,NaN,NaN,148312.11841589794,NaN,0,0,0
1530619200,0.03934635185,0.039634837199999995,0.03875721855000001,0.038982371200000004,0.032653744714999995,0.044154058659999995,NaN,NaN,148211.86722079982,NaN,0,0,0
1530633600,0.0389826228,0.039602899975,0.038328834375,0.039308451875,0.032653744714999995,0.044154058659999995,NaN,NaN,148295.8177666448,NaN,0,0,0
1530648000,0.0392435307,0.03959520955,0.0378231104,0.0379811262,0.032653744714999995,0.044154058659999995,NaN,NaN,147954.0933914413,NaN,0,0,0
1530662400,0.038048253750000004,0.038198511375,0.037285158799999996,0.0377535852,0.032653744714999995,0.044154058659999995,NaN,NaN,147895.512210106,NaN,0,0,0
1530676800,0.0377589288,0.0379513568,0.037714939,0.0377948448,0.032653744714999995,0.044154058659999995,NaN,NaN,147906.13463028267,NaN,0,0,0
1530691200,0.037800188400000004,0.038993846025,0.0373387663,0.0383282508,0.032653744714999995,0.044154058659999995,NaN,NaN,148043.46176522248,NaN,0,0,0
1530705600,0.0383452734,0.0401984576,0.0382537284,0.03941834250000001,0.032653744714999995,0.044154058659999995,NaN,NaN,148324.1094706901,NaN,0,0,0
1530720000,0.039341327325,0.039531664949999996,0.039058202225,0.039305051099999995,0.032653744714999995,0.044154058659999995,NaN,NaN,148294.94222589847,NaN,0,0,0
